Latitude,Local Code (Place),Longitude
36.29051,(지번) 창동 657-68,129.01649
35.20637,(지번) 창동 651-5,128.57426
,(지번) 쌍문동 422-80,
35.20637,(지번) 창동 651-51,128.57426
37.30003,(지번) 창동 333,127.6159487
36.636327,(지번) 창동 651-64,128.1935133
36.636327,(지번) 창동 715-32,128.1935133
37.66442,(지번) 방학동 590-2,127.03333
37.6576388,(지번) 창동 657-111,127.04746252524335
37.29343,(지번) 창동 621-31,127.63346
36.636327,(지번) 창동 134-2,128.1935133
37.65347,(지번) 쌍문동 423-17,127.02715
36.636327,(지번) 창동 446-4,128.1935133
36.636327,(지번) 창동 74-25,128.1935133
37.66442,(지번) 방학동 675-33,127.03333
37.66442,(지번) 방학동 664,127.03333
,(지번) 쌍문동 315-354,
36.636327,(지번) 창동 750,128.1935133
37.6826056,(지번) 도봉동 597-20,127.0425405
36.636327,(지번) 창동 286-10,128.1935133
,(지번) 창동 661-80,
37.66442,(지번) 방학동 592-1,127.03333
36.636327,(지번) 창동 338,128.1935133
37.66442,(지번) 방학동 263-75,127.03333
36.636327,(지번) 창동 820,128.1935133
36.636327,(지번) 창동 715-4,128.1935133
37.66442,(지번) 방학동 670-2,127.03333
37.65438825,(지번) 창동 4,127.04223001801213
37.65347,(지번) 쌍문동 88-116,127.02715
36.636327,(지번) 창동 74-8,128.1935133
37.65347,(지번) 쌍문동 44-1,127.02715
36.636327,(지번) 창동 715-27,128.1935133
35.20637,(지번) 창동 667-5,128.57426
35.1373331,(지번) 창동 651-77,128.7079657
37.65347,(지번) 쌍문동 96-27,127.02715
37.65347,(지번) 쌍문동 103-66,127.02715
37.6826056,(지번) 도봉동 411-1,127.0425405
37.6813347,(지번) 도봉2동 636-15,127.04848507879885
37.65347,(지번) 쌍문동 700,127.02715
37.5565247,(지번) 창동 657-143,126.9256713
35.20637,(지번) 창동 659-5,128.57426
37.65347,(지번) 쌍문동 96-9,127.02715
37.65347,(지번) 쌍문동 88-115,127.02715
35.20637,(지번) 창동 731-72,128.57426
37.6532997,(지번) 창동 657-125,127.0369164
37.66442,(지번) 방학동 264-46,127.03333
37.66442,(지번) 방학동 676-21,127.03333
37.66442,(지번) 방학동 703-14,127.03333
35.1373331,(지번) 창동 676-77,128.7079657
37.65347,(지번) 쌍문동 206-10,127.02715
36.636327,(지번) 창동 659-32,128.1935133
36.636327,(지번) 창동 828,128.1935133
37.6826056,(지번) 도봉동 616-14,127.0425405
37.66442,(지번) 방학동 584,127.03333
37.65347,(지번) 쌍문동 20-4,127.02715
37.6826056,(지번) 도봉동 600-27,127.0425405
36.636327,(지번) 창동 655-6,128.1935133
37.65347,(지번) 쌍문동 259,127.02715
36.636327,(지번) 창동 659-9,128.1935133
37.654393049999996,(지번) 쌍문1동 343-2,127.01733535669669
37.66442,(지번) 방학동 695-8,127.03333
36.636327,(지번) 창동 75-3,128.1935133
37.65347,(지번) 쌍문동 580,127.02715
37.6826056,(지번) 도봉동 622-64,127.0425405
37.5807018,(지번) 창동 676-76,126.9868371
37.6826056,(지번) 도봉동 635-2,127.0425405
37.65347,(지번) 쌍문동 88-21,127.02715
37.65347,(지번) 쌍문동 88-4,127.02715
37.66442,(지번) 방학동 716,127.03333
,(지번) 도봉동 623-77,
36.636327,(지번) 창동 134-36,128.1935133
37.6826056,(지번) 도봉동 596-2,127.0425405
37.6826056,(지번) 도봉동 384-9,127.0425405
37.65347,(지번) 쌍문동 88-70,127.02715
37.6526065,(지번) 창동 657-126,127.0388174
37.65347,(지번) 쌍문동 85-31,127.02715
37.66442,(지번) 방학동 717-2,127.03333
36.636327,(지번) 창동 650-45,128.1935133
37.65347,(지번) 쌍문동 309-21,127.02715
37.66442,(지번) 방학동 593-2,127.03333
37.66442,(지번) 방학동 703-54,127.03333
37.5555269,(지번) 창동 16,126.9264191
36.636327,(지번) 창동 254-21,128.1935133
35.1930095,(지번) 창동 14,128.5652853
37.6826056,(지번) 도봉동 62-3,127.0425405
36.636327,(지번) 창동 9-2,128.1935133
,(지번) 쌍문동 423-99,
37.6826056,(지번) 도봉동 629-30,127.0425405
37.66442,(지번) 방학동 703-14,127.03333
37.65347,(지번) 쌍문동 350-3,127.02715
37.685468549999996,(지번) 도봉1동 572,127.0274286535063
36.636327,(지번) 창동 659-11,128.1935133
36.405747,(지번) 창동 731-55,128.5957059
37.5519243,(지번) 창동 657-83,126.923303
37.66442,(지번) 방학동 706-9,127.03333
37.65347,(지번) 쌍문동 423-17,127.02715
37.6826056,(지번) 도봉동 574-28,127.0425405
37.6826056,(지번) 도봉동 92-48,127.0425405
37.65347,(지번) 쌍문동 94-50,127.02715
36.636327,(지번) 창동 286-6,128.1935133
37.6826056,(지번) 도봉동 560-14,127.0425405
36.636327,(지번) 창동 655-15,128.1935133
37.29343,(지번) 창동 651-31,127.63346
37.29343,(지번) 창동 715-1,127.63346
37.65347,(지번) 쌍문동 668-18,127.02715
37.66442,(지번) 방학동 682-7,127.03333
37.66442,(지번) 방학동 695,127.03333
36.636327,(지번) 창동 655-11,128.1935133
36.636327,(지번) 창동 338,128.1935133
36.636327,(지번) 창동 659-4,128.1935133
36.636327,(지번) 창동 288-40,128.1935133
37.6826056,(지번) 도봉동 596-27,127.0425405
37.65347,(지번) 쌍문동 44-1,127.02715
37.6826056,(지번) 도봉동 575-2,127.0425405
,(지번) 쌍문동 81-270,
37.65347,(지번) 쌍문동 80-49,127.02715
37.66442,(지번) 방학동 701-24,127.03333
37.66442,(지번) 방학동 307-2,127.03333
37.66442,(지번) 방학동 724-37,127.03333
37.6826056,(지번) 도봉동 293-2,127.0425405
37.66442,(지번) 방학동 653-17,127.03333
37.66442,(지번) 방학동 278-5,127.03333
37.65347,(지번) 쌍문동 94-26,127.02715
36.636327,(지번) 창동 661-3,128.1935133
35.20637,(지번) 창동 655-5,128.57426
37.66442,(지번) 방학동 455-8,127.03333
,(지번) 도봉동 282-316,
37.65347,(지번) 쌍문동 100-30,127.02715
36.636327,(지번) 창동 650-47,128.1935133
37.65347,(지번) 쌍문동 657,127.02715
37.6484028,(지번) 쌍문동 88-110,127.0345788
37.29343,(지번) 창동 135-12,127.63346
37.6826056,(지번) 도봉동 92-46,127.0425405
37.66442,(지번) 방학동 696-17,127.03333
37.29343,(지번) 창동 453-1,127.63346
37.66442,(지번) 방학동 637-38,127.03333
37.66442,(지번) 방학동 670-1,127.03333
37.29343,(지번) 창동 13-1,127.63346
36.636327,(지번) 창동 826,128.1935133
37.65347,(지번) 쌍문동 513-12,127.02715
37.65347,(지번) 쌍문동 103-1,127.02715
37.66442,(지번) 방학동 720-33,127.03333
37.66442,(지번) 방학동 455-2,127.03333
36.636327,(지번) 창동 557-79,128.1935133
37.5534373,(지번) 창동 9-1,126.9233584
36.636327,(지번) 창동 715-4,128.1935133
37.65306345,(지번) 창동 7,127.04479322651014
37.6826056,(지번) 도봉동 657,127.0425405
37.66442,(지번) 방학동 680-8,127.03333
36.636327,(지번) 창동 655-23,128.1935133
37.66442,(지번) 방학동 718-3,127.03333
37.65347,(지번) 쌍문동 88-28,127.02715
36.636327,(지번) 창동 519-18,128.1935133
35.1920707,(지번) 창동 12,128.563524
36.636327,(지번) 창동 812,128.1935133
36.636327,(지번) 창동 333-2,128.1935133
37.65347,(지번) 쌍문동 98-24,127.02715
37.29343,(지번) 창동 655-1,127.63346
37.6826056,(지번) 도봉동 275-1,127.0425405
37.65347,(지번) 쌍문동 653,127.02715
37.66442,(지번) 방학동 466,127.03333
37.6792077,(지번) 도봉동 582-24,127.0455468
37.64166375,(지번) 창2동 582-65,127.03680739868314
37.6161778,(지번) 창동 10,128.3795404
37.6505652,(지번) 창동 731-102,127.04066080777804
37.66442,(지번) 방학동 596-1,127.03333
37.66442,(지번) 방학동 681-40,127.03333
37.65347,(지번) 쌍문동 123-61,127.02715
37.66442,(지번) 방학동 719-9,127.03333
37.66442,(지번) 방학동 283-2,127.03333
37.65347,(지번) 쌍문동 19-19,127.02715
,(지번) 도봉동 282-309,
37.6826056,(지번) 도봉동 280-6,127.0425405
,(지번) 도봉동 623-147,
36.636327,(지번) 창동 74-6,128.1935133
36.636327,(지번) 창동 826,128.1935133
36.636327,(지번) 창동 826,128.1935133
36.636327,(지번) 창동 743-4,128.1935133
37.66442,(지번) 방학동 703-65,127.03333
37.66442,(지번) 방학동 662-10,127.03333
36.636327,(지번) 창동 134-36,128.1935133
37.6477978,(지번) 쌍문3동 88-27,127.03016515421632
37.66442,(지번) 방학동 668-32,127.03333
37.66442,(지번) 방학동 585,127.03333
37.66442,(지번) 방학동 463-5,127.03333
36.636327,(지번) 창동 296-37,128.1935133
37.65347,(지번) 쌍문동 88-127,127.02715
36.636327,(지번) 창동 655-20,128.1935133
37.66442,(지번) 방학동 741,127.03333
37.29343,(지번) 창동 12-2,127.63346
37.6477978,(지번) 쌍문3동 88-106,127.03016515421632
37.6826056,(지번) 도봉동 603-32,127.0425405
35.20637,(지번) 창동 731-1,128.57426
36.636327,(지번) 창동 661-38,128.1935133
37.66442,(지번) 방학동 654-25,127.03333
37.66442,(지번) 방학동 680-7,127.03333
37.66442,(지번) 방학동 716-5,127.03333
35.20637,(지번) 창동 74-7,128.57426
37.66442,(지번) 방학동 685-3,127.03333
37.65347,(지번) 쌍문동 724-1,127.02715
37.66442,(지번) 방학동 665-13,127.03333
37.66442,(지번) 방학동 705-20,127.03333
37.6826056,(지번) 도봉동 92-55,127.0425405
37.29343,(지번) 창동 38-1,127.63346
37.66442,(지번) 방학동 704-28,127.03333
37.66442,(지번) 방학동 671-18,127.03333
37.6826056,(지번) 도봉동 561-4,127.0425405
37.66442,(지번) 방학동 676-3,127.03333
37.65347,(지번) 쌍문동 45-15,127.02715
,(지번) 쌍문동 423-94,
37.66442,(지번) 방학동 680-25,127.03333
36.636327,(지번) 창동 700-33,128.1935133
36.636327,(지번) 창동 341,128.1935133
,(지번) 쌍문동 422-80,
37.6826056,(지번) 도봉동 281,127.0425405
,(지번) 도봉동 622-58,
36.636327,(지번) 창동 10-3,128.1935133
36.636327,(지번) 창동 135-14,128.1935133
36.636327,(지번) 창동 593-9,128.1935133
37.65347,(지번) 쌍문동 85-27,127.02715
37.66442,(지번) 방학동 671-18,127.03333
37.5548236,(지번) 창동 75-1,126.94102285273001
37.6476196,(지번) 쌍문동 423-46,127.0299667
36.636327,(지번) 창동 812,128.1935133
37.65347,(지번) 쌍문동 422-36,127.02715
36.636327,(지번) 창동 655-20,128.1935133
37.6526065,(지번) 창동 657-126,127.0388174
34.7300576,(지번) 창동 805,126.1404785
37.66442,(지번) 방학동 665-17,127.03333
35.20637,(지번) 창동 288-7,128.57426
37.66442,(지번) 방학동 690-87,127.03333
36.636327,(지번) 창동 661-32,128.1935133
37.65347,(지번) 쌍문동 139-20,127.02715
37.66442,(지번) 방학동 719-3,127.03333
37.6826056,(지번) 도봉동 629-26,127.0425405
37.66442,(지번) 방학동 655-29,127.03333
36.636327,(지번) 창동 135-15,128.1935133
37.66442,(지번) 방학동 548-1,127.03333
37.66442,(지번) 방학동 446-13,127.03333
37.6484028,(지번) 쌍문동 492-3,127.0345788
37.66442,(지번) 방학동 688-15,127.03333
36.636327,(지번) 창동 504-10,128.1935133
36.636327,(지번) 창동 808,128.1935133
37.66442,(지번) 방학동 673,127.03333
37.66442,(지번) 방학동 671,127.03333
36.636327,(지번) 창동 655-24,128.1935133
37.6826056,(지번) 도봉동 411-1,127.0425405
36.636327,(지번) 창동 750-2,128.1935133
37.6826056,(지번) 도봉동 565-1,127.0425405
37.66442,(지번) 방학동 651-1,127.03333
37.65347,(지번) 쌍문동 311,127.02715
37.6826056,(지번) 도봉동 566,127.0425405
37.65347,(지번) 쌍문동 630,127.02715
36.636327,(지번) 창동 700-29,128.1935133
37.66442,(지번) 방학동 716-16,127.03333
36.636327,(지번) 창동 75-13,128.1935133
37.65347,(지번) 쌍문동 714-22,127.02715
37.6826056,(지번) 도봉동 282-23,127.0425405
37.66442,(지번) 방학동 717-2,127.03333
37.65438825,(지번) 창동 4,127.04223001801213
37.29343,(지번) 창동 659-12,127.63346
37.6826056,(지번) 도봉동 610-41,127.0425405
36.636327,(지번) 창동 568-2,128.1935133
37.66442,(지번) 방학동 718-7,127.03333
37.65347,(지번) 쌍문동 94-47,127.02715
37.6826056,(지번) 도봉동 559-27,127.0425405
36.636327,(지번) 창동 655-22,128.1935133
,(지번) 도봉동 622-78,
37.6826056,(지번) 도봉동 561-11,127.0425405
36.636327,(지번) 창동 822,128.1935133
37.29343,(지번) 창동 585-12,127.63346
37.6826056,(지번) 도봉동 623-123,127.0425405
37.6826056,(지번) 도봉동 596-20,127.0425405
,(지번) 쌍문동 423-91,
37.65347,(지번) 쌍문동 571,127.02715
36.636327,(지번) 창동 557-97,128.1935133
37.6826056,(지번) 도봉동 620-1,127.0425405
36.636327,(지번) 창동 135-28,128.1935133
37.66442,(지번) 방학동 635-9,127.03333
37.6558521,(지번) 쌍문2동 631-1,127.03669510128691
36.636327,(지번) 창동 10-3,128.1935133
37.6826056,(지번) 도봉동 281-14,127.0425405
36.636327,(지번) 창동 135-14,128.1935133
37.66442,(지번) 방학동 567-2,127.03333
37.29343,(지번) 창동 12-3,127.63346
37.66442,(지번) 방학동 701-46,127.03333
36.636327,(지번) 창동 261-6,128.1935133
36.636327,(지번) 창동 743-28,128.1935133
37.6554127,(지번) 쌍문4동 218,127.03008022517534
37.66442,(지번) 방학동 668-32,127.03333
35.2493805,(지번) 창동 657-95,128.5935306
35.1930095,(지번) 창동 14,128.5652853
37.65347,(지번) 쌍문동 19-15,127.02715
37.65438825,(지번) 창동 4,127.04223001801213
37.65347,(지번) 쌍문동 103-222,127.02715
37.65347,(지번) 쌍문동 422-82,127.02715
37.66442,(지번) 방학동 669-3,127.03333
37.65347,(지번) 쌍문동 688,127.02715
35.20637,(지번) 창동 731-34,128.57426
,(지번) 도봉동 622-63,
37.65334315,(지번) 창동 9,127.04448281005565
35.20637,(지번) 창동 635-5,128.57426
37.65347,(지번) 쌍문동 315-43,127.02715
36.636327,(지번) 창동 828,128.1935133
36.636327,(지번) 창동 134-36,128.1935133
36.636327,(지번) 창동 135-14,128.1935133
37.66504505,(지번) 방학1동 697-1,127.04358593946017
37.66442,(지번) 방학동 715-9,127.03333
37.65347,(지번) 쌍문동 345,127.02715
37.6826056,(지번) 도봉동 631-17,127.0425405
37.65310275,(지번) 창동 6,127.043605678805
37.66442,(지번) 방학동 718-7,127.03333
36.636327,(지번) 창동 135-28,128.1935133
36.636327,(지번) 창동 3-3,128.1935133
37.65347,(지번) 쌍문동 315-30,127.02715
37.6826056,(지번) 도봉동 603-23,127.0425405
36.636327,(지번) 창동 749-16,128.1935133
37.66442,(지번) 방학동 659,127.03333
36.636327,(지번) 창동 331-2,128.1935133
36.636327,(지번) 창동 74-8,128.1935133
37.6826056,(지번) 도봉동 657,127.0425405
37.66442,(지번) 방학동 690-1,127.03333
37.65347,(지번) 쌍문동 516-3,127.02715
37.65347,(지번) 쌍문동 349-25,127.02715
36.636327,(지번) 창동 621-10,128.1935133
36.636327,(지번) 창동 181-46,128.1935133
37.29343,(지번) 창동 333-1,127.63346
37.65347,(지번) 쌍문동 631-3,127.02715
37.29343,(지번) 창동 647-1,127.63346
37.65347,(지번) 쌍문동 81-50,127.02715
37.6826056,(지번) 도봉동 349-12,127.0425405
36.636327,(지번) 창동 333-2,128.1935133
37.66442,(지번) 방학동 312-2,127.03333
37.6826056,(지번) 도봉동 281-15,127.0425405
36.636327,(지번) 창동 581-28,128.1935133
37.66442,(지번) 방학동 704-19,127.03333
36.636327,(지번) 창동 75-4,128.1935133
37.66442,(지번) 방학동 716-16,127.03333
36.636327,(지번) 창동 826,128.1935133
35.213605400000006,(지번) 창동 578-146,128.67052501491574
37.65347,(지번) 쌍문동 88-26,127.02715
37.6558521,(지번) 쌍문2동 651,127.03669510128691
37.65310275,(지번) 창동 6,127.043605678805
36.636327,(지번) 창동 655-3,128.1935133
36.636327,(지번) 창동 552-48,128.1935133
37.65347,(지번) 쌍문동 143-61,127.02715
35.1930095,(지번) 창동 14,128.5652853
37.65416345,(지번) 창동 5,127.04286305577466
37.4272405,(지번) 방학동 645-3,126.6989894
37.66442,(지번) 방학동 704-37,127.03333
37.6826056,(지번) 도봉동 635-5,127.0425405
37.65347,(지번) 쌍문동 423-47,127.02715
37.66442,(지번) 방학동 676-20,127.03333
37.66442,(지번) 방학동 686-16,127.03333
36.636327,(지번) 창동 655-20,128.1935133
36.636327,(지번) 창동 749-16,128.1935133
37.6826056,(지번) 도봉동 633-1,127.0425405
37.66442,(지번) 방학동 654-19,127.03333
37.5524297,(지번) 창동 26,126.9165021
37.65347,(지번) 쌍문동 88,127.02715
,(지번) 도봉동 282-317,
37.66442,(지번) 방학동 619-16,127.03333
36.636327,(지번) 창동 503-3,128.1935133
37.66442,(지번) 방학동 603-4,127.03333
35.20637,(지번) 창동 296-17,128.57426
,(지번) 방학동 264-64,
37.6826056,(지번) 도봉동 612-9,127.0425405
37.5809999,(지번) 창동 651-81,126.9866527351038
37.57595,(지번) 창신동 695-1,127.01313
37.57595,(지번) 창신동 542,127.01313
35.0994959,(지번) 용두동 119-20,126.8151975
35.0994959,(지번) 용두동 232-26,126.8151975
37.5806,(지번) 전농동 295-48,127.05543
37.573478,(지번) 신설동 104-3,127.0257068
37.57002,(지번) 답십리동 33-28,127.05467
37.58468925,(지번) 제기동 470,127.03719623984037
37.60021,(지번) 이문동 288-23,127.06124
37.573478,(지번) 신설동 76-36,127.0257068
37.57105,(지번) 장안동 367-3,127.06806
37.58468925,(지번) 제기동 838,127.03719623984037
37.5806,(지번) 전농동 602-9,127.05543
37.573478,(지번) 신설동 80-4,127.0257068
37.5882073,(지번) 청량리동 773,127.046251807744
37.5882073,(지번) 청량리동 50-18,127.046251807744
37.59460955,(지번) 회기동 16-10,127.05094219958333
37.57105,(지번) 장안동 390-3,127.06806
,(지번) 이문동 255-380,
37.58468925,(지번) 제기동 886-22,127.03719623984037
37.57002,(지번) 답십리동 267-8,127.05467
37.60021,(지번) 이문동 341-39,127.06124
37.57105,(지번) 장안동 433-20,127.06806
37.58773,(지번) 휘경동 317-53,127.06526
37.57105,(지번) 장안동 308-9,127.06806
37.58468925,(지번) 제기동 892-12,127.03719623984037
37.59460955,(지번) 회기동 60-101,127.05094219958333
,(지번) 전농동 295-410,
37.5882073,(지번) 청량리동 520-14,127.046251807744
37.6236255,(지번) 용두동 52-12,126.8899194
37.59460955,(지번) 회기동 45-52,127.05094219958333
35.0994959,(지번) 용두동 233-20,126.8151975
36.2128102,(지번) 장안동 313-4,127.3437761
37.57002,(지번) 답십리동 530-27,127.05467
37.573478,(지번) 신설동 93-3,127.0257068
37.59460955,(지번) 회기동 54-39,127.05094219958333
37.59460955,(지번) 회기동 57-11,127.05094219958333
37.58468925,(지번) 제기동 137-41,127.03719623984037
37.58468925,(지번) 제기동 1158-49,127.03719623984037
37.58468925,(지번) 제기동 1021,127.03719623984037
37.57105,(지번) 장안동 433-19,127.06806
37.59460955,(지번) 회기동 42-31,127.05094219958333
37.57105,(지번) 장안동 367-3,127.06806
37.5882073,(지번) 청량리동 299,127.046251807744
37.57105,(지번) 장안동 329-3,127.06806
,(지번) 답십리동 488-326,
37.2859966,(지번) 장안동 362-1,127.0124512
37.58773,(지번) 휘경동 317-60,127.06526
37.59460955,(지번) 회기동 17,127.05094219958333
37.57002,(지번) 답십리동 268-8,127.05467
37.58773,(지번) 휘경동 335-20,127.06526
37.5882073,(지번) 청량리동 311,127.046251807744
35.2212759,(지번) 용두동 231-10,126.8733823
37.57105,(지번) 장안동 433-9,127.06806
37.2859966,(지번) 장안동 366-1,127.0124512
37.5882073,(지번) 청량리동 444-7,127.046251807744
37.57105,(지번) 장안동 430-3,127.06806
,(지번) 휘경동 293-171,
37.59460955,(지번) 회기동 60-6,127.05094219958333
35.0994959,(지번) 용두동 118-81,126.8151975
37.5806,(지번) 전농동 60-32,127.05543
37.59460955,(지번) 회기동 54-39,127.05094219958333
37.2859966,(지번) 장안동 368-1,127.0124512
36.2128102,(지번) 장안동 464-5,127.3437761
36.2128102,(지번) 장안동 431-5,127.3437761
37.57105,(지번) 장안동 108-3,127.06806
37.57105,(지번) 장안동 334-6,127.06806
37.57105,(지번) 장안동 330-9,127.06806
36.3298999,(지번) 용두동 38-3,127.4066297
37.5806,(지번) 전농동 588-1,127.05543
36.2128102,(지번) 장안동 431-4,127.3437761
36.3298999,(지번) 용두동 119-3,127.4066297
37.60021,(지번) 이문동 345-7,127.06124
37.2859966,(지번) 장안동 345-1,127.0124512
37.57105,(지번) 장안동 365-6,127.06806
37.58773,(지번) 휘경동 276-33,127.06526
37.5806,(지번) 전농동 103-312,127.05543
37.57105,(지번) 장안동 430-2,127.06806
37.60021,(지번) 이문동 339-1,127.06124
37.57105,(지번) 장안동 387-13,127.06806
37.60021,(지번) 이문동 349-11,127.06124
37.2859966,(지번) 장안동 431-1,127.0124512
37.58468925,(지번) 제기동 631-5,127.03719623984037
37.57105,(지번) 장안동 302-3,127.06806
37.57002,(지번) 답십리동 70-19,127.05467
37.573478,(지번) 신설동 117-5,127.0257068
37.58632065,(지번) 회기동 16-1,127.06100822422047
37.57105,(지번) 장안동 415-9,127.06806
37.59460955,(지번) 회기동 16-6,127.05094219958333
37.57002,(지번) 답십리동 250-6,127.05467
37.57105,(지번) 장안동 164-2,127.06806
36.2128102,(지번) 장안동 372-4,127.3437761
37.05746,(지번) 장안동 433-7,127.08628
36.2128102,(지번) 장안동 360-4,127.3437761
37.58134905,(지번) 전농1동 602-4,127.05087422530926
37.58773,(지번) 휘경동 244-1,127.06526
37.573478,(지번) 신설동 76-10,127.0257068
37.59460955,(지번) 회기동 346-18,127.05094219958333
37.2859966,(지번) 장안동 389-1,127.0124512
37.60021,(지번) 이문동 331-8,127.06124
,(지번) 신설동 102-26,
37.58773,(지번) 휘경동 261-1,127.06526
37.57105,(지번) 장안동 338-2,127.06806
37.5882073,(지번) 청량리동 42-14,127.046251807744
37.5806,(지번) 전농동 152-11,127.05543
36.120222,(지번) 용두동 39-110,128.1280071
,(지번) 이문동 305-85,
37.57105,(지번) 장안동 463-3,127.06806
36.2128102,(지번) 장안동 428-4,127.3437761
37.57105,(지번) 장안동 374-3,127.06806
35.0994959,(지번) 용두동 112-33,126.8151975
37.5882073,(지번) 청량리동 769-1,127.046251807744
37.60021,(지번) 이문동 336-3,127.06124
,(지번) 이문동 341-55,
35.2212759,(지번) 용두동 45-1,126.8733823
37.60021,(지번) 이문동 305-78,127.06124
37.58465,(지번) 제기동 478,127.03678
37.2859966,(지번) 장안동 368-1,127.0124512
37.58468925,(지번) 제기동 1152-13,127.03719623984037
37.57105,(지번) 장안동 337-22,127.06806
37.57002,(지번) 답십리동 262-2,127.05467
37.5882073,(지번) 청량리동 773,127.046251807744
37.57002,(지번) 답십리동 494-1,127.05467
37.59433,(지번) 회기동 11-7,127.05178
,(지번) 신설동 98-33,
37.59460955,(지번) 회기동 16-36,127.05094219958333
37.60021,(지번) 이문동 304-15,127.06124
,(지번) 휘경동 183-433,
,(지번) 전농동 127-379,
37.58468925,(지번) 제기동 1213,127.03719623984037
37.573478,(지번) 신설동 104-8,127.0257068
37.59460955,(지번) 회기동 16-23,127.05094219958333
35.0665682,(지번) 제기동 137-130,126.74304060117218
37.59460955,(지번) 회기동 54-12,127.05094219958333
35.2212759,(지번) 용두동 234-1,126.8733823
37.60021,(지번) 이문동 264-207,127.06124
37.57105,(지번) 장안동 390-3,127.06806
37.58468925,(지번) 제기동 1013,127.03719623984037
37.5806,(지번) 전농동 103-340,127.05543
37.57105,(지번) 장안동 105-11,127.06806
36.2128102,(지번) 장안동 286-4,127.3437761
35.2212759,(지번) 용두동 119-15,126.8733823
,(지번) 전농동 103-286,
37.57105,(지번) 장안동 338-9,127.06806
37.5882073,(지번) 청량리동 782,127.046251807744
37.57105,(지번) 장안동 430-2,127.06806
37.59460955,(지번) 회기동 60-147,127.05094219958333
37.59460955,(지번) 회기동 16-18,127.05094219958333
37.57105,(지번) 장안동 293-20,127.06806
37.2859966,(지번) 장안동 304-1,127.0124512
37.5890895,(지번) 전농동 127-123,127.0567985
37.60021,(지번) 이문동 331-56,127.06124
37.58773,(지번) 휘경동 192-5,127.06526
37.59460955,(지번) 회기동 45-105,127.05094219958333
37.58134905,(지번) 전농1동 129-42,127.05087422530926
37.59460955,(지번) 회기동 60-93,127.05094219958333
37.59460955,(지번) 회기동 16-68,127.05094219958333
37.58468925,(지번) 제기동 122-1,127.03719623984037
37.59460955,(지번) 회기동 19,127.05094219958333
37.57105,(지번) 장안동 305-2,127.06806
37.57105,(지번) 장안동 313-6,127.06806
37.5806,(지번) 전농동 129-68,127.05543
37.58465,(지번) 제기동 140-2,127.03678
37.58773,(지번) 휘경동 163-9,127.06526
37.60021,(지번) 이문동 288-53,127.06124
37.58468925,(지번) 제기동 635-18,127.03719623984037
37.59460955,(지번) 회기동 42-49,127.05094219958333
37.57105,(지번) 장안동 433-21,127.06806
,(지번) 제기동 136-160,
37.57105,(지번) 장안동 372-3,127.06806
37.59460955,(지번) 회기동 3-251,127.05094219958333
37.5720619,(지번) 회기동 30,127.0391498
37.5748595,(지번) 장안2동 306-12,127.07275147275706
37.05746,(지번) 장안동 308-8,127.08628
,(지번) 전농동 295-96,
37.60021,(지번) 이문동 78-8,127.06124
37.58773,(지번) 휘경동 183-110,127.06526
37.59460955,(지번) 회기동 45-116,127.05094219958333
37.5806,(지번) 전농동 568-5,127.05543
36.3298999,(지번) 용두동 130-4,127.4066297
35.2212759,(지번) 용두동 39-61,126.8733823
37.5806,(지번) 전농동 15-42,127.05543
37.2859966,(지번) 장안동 460-1,127.0124512
37.58468925,(지번) 제기동 1199,127.03719623984037
