,file,class_number
76,01_012_01012005_161197792362531_1.txt,['0']
77,01_012_01012005_161197796860383_0.txt,['0']
78,01_012_01012005_161197796860383_1.txt,['0']
79,01_012_01012005_161197799074779_0.txt,['0']
80,01_012_01012005_161198049049034_0.txt,['0']
81,01_012_01012005_161198055496044_1.txt,['0']
82,01_012_01012005_161198060285548_0.txt,['0']
83,01_012_01012005_161198069489084_1.txt,['0']
84,01_012_01012005_161198080949113_0.txt,['0']
85,01_012_01012005_161198080949113_1.txt,['0']
86,01_012_01012005_161198122044071_0.txt,['0']
87,01_012_01012005_161198127141065_0.txt,['0']
88,01_012_01012005_161198127141065_1.txt,['0']
89,01_012_01012005_161198137692781_0.txt,['0']
90,01_012_01012005_161198137692781_1.txt,['0']
91,01_012_01012005_161198140420540_1.txt,['0']
92,01_012_01012005_161198475166549_0.txt,"['104', '104']"
93,01_012_01012005_161199323365056_0.txt,['0']
94,01_012_01012005_161199323365056_1.txt,['0']
95,01_012_01012005_161199326759474_0.txt,['0']
96,01_012_01012005_161199326759474_1.txt,['0']
97,01_012_01012005_161199328713067_0.txt,['0']
98,01_012_01012005_161199328713067_1.txt,['0']
99,01_012_01012005_161199336284826_0.txt,['0']
100,01_012_01012005_161199336284826_1.txt,['0']
101,01_012_01012005_161199341314388_0.txt,['0']
102,01_012_01012005_161200682157249_0.txt,"['0', '0']"
103,01_012_01012006_161192431644775_0.txt,"['0', '0']"
104,01_013_01013002_160657297929291_0.txt,['0']
105,01_013_01013002_160707814680891_0.txt,['0']
106,01_014_01014001_160311350535099_1.txt,"['-1', '-1']"
107,01_014_01014001_160388248073303_1.txt,"['1', '1']"
108,01_014_01014001_160542064856347_1.txt,['0']
109,01_014_01014004_160721930710942_1.txt,"['0', '1', '1']"
110,01_014_01014007_160316478530804_1.txt,"['1', '1']"
111,01_014_01014007_160628689984512_0.txt,['0']
112,01_014_01014007_160630412515030_1.txt,['0']
113,01_014_01014008_161040964340628_1.txt,['0']
114,01_014_01014008_161053610060833_1.txt,['0']
115,01_014_01014008_161057907240422_0.txt,['0']
116,01_014_01014008_161057910564649_0.txt,['0']
117,01_014_01014008_161057937279545_0.txt,['0']
118,01_014_01014008_161057944736490_1.txt,['0']
119,01_014_01014008_161058010122998_0.txt,['0']
120,01_014_01014008_161058020221342_1.txt,['0']
121,01_014_01014008_161058025255339_0.txt,['0']
122,01_014_01014008_161058261876551_0.txt,['0']
123,01_014_01014008_161058265535179_0.txt,['0']
124,01_014_01014008_161058296263582_1.txt,['0']
125,01_014_01014008_161058308598838_1.txt,['0']
126,01_014_01014008_161058360934729_1.txt,['0']
127,01_014_01014008_161058363699652_0.txt,['0']
128,01_014_01014008_161058365334290_1.txt,['0']
129,01_014_01014008_161058368145116_0.txt,['0']
130,01_014_01014008_161061027931310_1.txt,['0']
131,01_014_01014008_161061044517419_1.txt,['0']
132,01_014_01014008_161067551944117_1.txt,['0']
133,01_014_01014008_161067583849048_1.txt,['0']
134,01_014_01014008_161068033975073_0.txt,"['149', '187']"
135,01_014_01014008_161068047737113_1.txt,['0']
136,01_014_01014008_161070773530017_1.txt,['0']
137,01_014_01014008_161087897469579_0.txt,['0']
138,01_014_01014008_161095705414491_1.txt,['0']
139,01_014_01014008_161100576579760_1.txt,['0']
140,01_014_01014008_161100630860542_0.txt,['0']
141,01_014_01014008_161100643958747_1.txt,['0']
142,01_014_01014008_161103164118401_1.txt,['0']
143,01_014_01014008_161112894739256_1.txt,"['1', '0', '-1']"
144,01_014_01014008_161114503421888_1.txt,['0']
145,01_014_01014009_160412638492126_0.txt,"['1', '1']"
146,01_014_01014009_161007702028692_0.txt,['0']
147,01_014_01014010_161093918141468_1.txt,"['1', '1']"
148,01_014_01014010_161099372916411_1.txt,"['1', '1']"
149,01_014_01014011_160567853767895_1.txt,['0']
150,01_014_01014012_160879960373587_1.txt,"['1', '1']"
151,01_014_01014012_160882926889082_1.txt,['0']
152,01_014_01014012_160887359059375_1.txt,"['0', '0']"
153,01_014_01014012_160887360040415_0.txt,"['0', '0']"
154,01_014_01014012_160887360040415_1.txt,"['0', '0']"
155,01_014_01014012_160887361236160_0.txt,"['0', '0']"
156,01_014_01014012_160887361236160_1.txt,"['0', '0']"
157,01_014_01014013_160886779359845_1.txt,"['1', '1']"
158,01_014_01014013_160886833441849_1.txt,"['0', '0']"
159,01_014_01014013_160886904980642_1.txt,"['1', '1']"
160,01_015_01015002_160889814220370_1.txt,"['1', '1']"
161,01_015_01015002_161079240898850_1.txt,"['0', '0']"
162,01_015_01015003_161069642638810_1.txt,"['0', '0']"
163,01_015_01015006_161075707779050_0.txt,"['51', '51']"
164,01_015_01015006_161075846651460_0.txt,"['51', '51']"
165,01_015_01015006_161086305051321_1.txt,['0']
166,01_015_01015006_161087457859135_0.txt,"['51', '51']"
167,01_015_01015007_160881878525065_0.txt,"['0', '0']"
168,01_015_01015007_160881878525065_1.txt,"['0', '0']"
169,01_015_01015007_160881880882115_0.txt,"['0', '0']"
170,01_015_01015007_160881883444387_0.txt,"['0', '0']"
171,01_015_01015007_160881891919630_1.txt,"['0', '0']"
172,01_015_01015007_160881894854152_0.txt,"['0', '0']"
173,01_015_01015007_160881894854152_1.txt,"['0', '0']"
174,01_015_01015007_160881905281131_0.txt,"['0', '0']"
175,01_015_01015007_160881905281131_1.txt,"['0', '0']"
176,01_015_01015007_160881926331880_0.txt,"['0', '0']"
177,01_015_01015007_160881928559651_0.txt,"['0', '0']"
178,01_015_01015007_160881928559651_1.txt,"['0', '0']"
179,01_015_01015007_160881939499044_0.txt,"['0', '0']"
180,01_015_01015007_160881939499044_1.txt,"['0', '0']"
181,01_015_01015007_160881956767445_0.txt,"['0', '0']"
182,01_015_01015007_160881956767445_1.txt,"['0', '0']"
183,01_015_01015007_160881959275932_0.txt,"['0', '0']"
184,01_015_01015007_160881959275932_1.txt,"['0', '0']"
185,01_015_01015007_160881986529129_0.txt,"['0', '0']"
186,01_015_01015007_160881986529129_1.txt,"['0', '0']"
187,01_015_01015007_160881988489626_0.txt,"['0', '0']"
188,01_015_01015007_160881988489626_1.txt,"['0', '0']"
189,01_015_01015007_160881990742939_0.txt,"['0', '0']"
190,01_015_01015007_160881990742939_1.txt,"['0', '0']"
191,01_015_01015007_160881999166703_0.txt,"['0', '0']"
192,01_015_01015007_160882001740741_0.txt,"['0', '0']"
193,01_015_01015007_160882001740741_1.txt,"['0', '0']"
194,01_015_01015007_160882003767119_0.txt,"['0', '0']"
195,01_015_01015007_160882003767119_1.txt,"['0', '0']"
196,01_015_01015007_160882007610164_0.txt,"['0', '0']"
197,01_015_01015007_160882010033736_0.txt,"['0', '0']"
198,01_015_01015007_160882010033736_1.txt,"['0', '0']"
199,01_015_01015007_160882012321783_0.txt,"['0', '0']"
200,01_015_01015007_160882012321783_1.txt,"['0', '0']"
201,01_015_01015007_160882017595452_0.txt,"['0', '0']"
202,01_015_01015007_160882017595452_1.txt,"['0', '0']"
203,01_015_01015007_160882019586044_0.txt,"['0', '0']"
204,01_015_01015007_160882019586044_1.txt,"['0', '0']"
205,01_015_01015007_160882021849614_0.txt,"['0', '0']"
206,01_015_01015007_160882024023108_0.txt,"['0', '0']"
207,01_015_01015007_160882024023108_1.txt,"['0', '0']"
208,01_015_01015007_160882026190803_0.txt,"['0', '0']"
209,01_015_01015007_160882026190803_1.txt,"['0', '0']"
210,01_015_01015007_160882029528458_0.txt,"['0', '0']"
211,01_015_01015007_160882029528458_1.txt,"['0', '0']"
212,01_015_01015007_160882032798071_1.txt,"['0', '0']"
213,01_015_01015007_160882034723573_1.txt,"['0', '0']"
214,01_015_01015007_160882036954030_0.txt,"['0', '0']"
215,01_015_01015007_160882036954030_1.txt,"['0', '0']"
216,01_015_01015007_160882040866282_0.txt,"['0', '0']"
217,01_015_01015007_160882040866282_1.txt,"['0', '0']"
218,01_015_01015007_160882043920329_0.txt,"['0', '0']"
219,01_015_01015007_160882043920329_1.txt,"['0', '0']"
220,01_015_01015007_160882045987311_0.txt,"['0', '0']"
221,01_015_01015007_160882048474633_0.txt,"['0', '0']"
222,01_015_01015007_160882048474633_1.txt,"['0', '0']"
223,01_015_01015007_160882053387994_0.txt,"['0', '0']"
224,01_015_01015007_160882053387994_1.txt,"['0', '0']"
225,01_015_01015007_160882056156380_0.txt,"['0', '0']"
226,01_015_01015007_160882056156380_1.txt,"['0', '0']"
227,01_015_01015007_160882058539464_0.txt,"['0', '0']"
228,01_015_01015007_160882058539464_1.txt,"['0', '0']"
229,01_015_01015007_160882063385835_0.txt,"['0', '0']"
230,01_015_01015007_160882063385835_1.txt,"['0', '0']"
231,01_015_01015007_160882065377655_1.txt,"['0', '0']"
232,01_015_01015007_160882067261808_0.txt,"['0', '0']"
233,01_015_01015007_160882069833588_0.txt,"['0', '0']"
234,01_015_01015007_160882069833588_1.txt,"['0', '0']"
235,01_015_01015007_160882072375559_0.txt,"['0', '0']"
236,01_015_01015007_160882072375559_1.txt,"['0', '0']"
237,01_015_01015007_160882076397457_0.txt,"['0', '0']"
238,01_015_01015007_160882076397457_1.txt,"['0', '0']"
239,01_015_01015007_160882078252146_0.txt,"['0', '0']"
240,01_015_01015007_160882078252146_1.txt,"['0', '0']"
241,01_015_01015007_160882081415117_0.txt,"['0', '0']"
242,01_015_01015007_160882083870471_0.txt,"['0', '0']"
243,01_015_01015007_160882083870471_1.txt,"['0', '0']"
244,01_015_01015007_160882086098375_1.txt,"['0', '0']"
245,01_015_01015007_160882091793559_0.txt,"['0', '0']"
246,01_015_01015007_160882091793559_1.txt,"['0', '0']"
247,01_015_01015007_160882099316942_0.txt,"['0', '0']"
248,01_015_01015007_160882099316942_1.txt,"['0', '0']"
249,01_015_01015007_161046422855892_1.txt,"['0', '0']"
250,01_015_01015013_160275156845697.txt,"['0', '0']"
251,01_015_01015014_160758716184095_0.txt,"['0', '0']"
252,01_015_01015014_161018535237335_0.txt,"['50', '50']"
253,01_015_01015015_161063583354361_0.txt,"['1', '1']"
254,01_015_01015016_160912550096080_0.txt,"['0', '0']"
255,01_015_01015017_161059550310598_0.txt,"['0', '0']"
256,01_016_01016002_161025718763894_0.txt,"['20', '20']"
257,01_016_01016002_161026406612627_0.txt,"['20', '20']"
258,01_016_01016002_161026677291832_1.txt,"['20', '20']"
259,01_016_01016005_160914889920704_0.txt,"['0', '0']"
260,01_016_01016005_161028012658387_0.txt,"['91', '67']"
261,01_016_01016005_161028934648843_0.txt,"['67', '91']"
262,01_016_01016005_161028978584281_1.txt,"['91', '67']"
263,01_016_01016006_160968029455824_1.txt,['0']
264,01_016_01016006_161036764947171_0.txt,['0']
265,01_016_01016007_160414739871957_1.txt,['0']
266,01_016_01016007_160955133640087_1.txt,"['156', '20']"
267,01_016_01016007_161060724375416_1.txt,"['0', '0']"
268,01_016_01016007_161080271878092_1.txt,"['24', '24']"
269,01_016_01016007_161086743496250_1.txt,"['20', '20']"
270,01_016_01016007_161105296236664_0.txt,"['20', '146']"
271,01_016_01016007_161110283385290_0.txt,"['0', '0']"
272,01_016_01016008_160959258139243_0.txt,"['1', '1']"
273,01_016_01016008_161036171170143_1.txt,"['1', '1']"
274,01_016_01016008_161064048840854_0.txt,"['0', '0']"
275,01_016_01016008_161078695168431_0.txt,"['0', '0']"
276,01_016_01016008_161085174588673_0.txt,"['1', '1']"
277,01_016_01016008_161089056695196_0.txt,"['0', '0']"
278,01_016_01016008_161096829644220_0.txt,"['1', '1']"
279,01_016_01016008_161103639961144_1.txt,"['0', '0']"
280,01_016_01016008_161103715090783_1.txt,"['0', '0']"
281,01_016_01016008_161104358069588_1.txt,"['1', '1']"
282,01_016_01016010_160796662047324_0.txt,['0']
283,01_016_01016010_160999885532120_0.txt,['0']
284,01_016_01016010_161011280896260_1.txt,['0']
285,01_016_01016012_160626554487502_0.txt,['0']
286,01_016_01016013_160843149133585_1.txt,"['1', '1']"
287,01_016_01016014_160690554880079_0.txt,['0']
288,01_016_01016015_160819789679372_1.txt,"['1', '1']"
289,01_016_01016015_160835014473454_0.txt,"['0', '0']"
290,01_016_01016017_160725962017858_1.txt,"['0', '1', '1']"
291,01_016_01016017_160846482582628_0.txt,"['1', '1']"
292,01_016_01016017_160898698280102_0.txt,['0']
293,01_016_01016017_160898698280102_1.txt,['0']
294,01_016_01016017_160898700985847_0.txt,['0']
295,01_016_01016017_160898702914263_0.txt,['0']
296,01_016_01016017_160898702914263_1.txt,['0']
297,01_016_01016017_160898704644049_0.txt,['0']
298,01_016_01016017_160898704644049_1.txt,['0']
299,01_016_01016017_160898706666760_0.txt,['0']
300,01_016_01016017_160898708338007_0.txt,['0']
301,01_016_01016017_160898708338007_1.txt,['0']
302,01_016_01016017_160898710247828_0.txt,['0']
303,01_016_01016017_160898710247828_1.txt,['0']
304,01_016_01016017_160898711966608_0.txt,['0']
305,01_016_01016017_160898711966608_1.txt,['0']
306,01_016_01016017_160898713520413_0.txt,['0']
307,01_016_01016017_160898715256063_1.txt,['0']
308,01_016_01016017_160898717714694_1.txt,['0']
309,01_016_01016017_160898719713938_1.txt,['0']
310,01_016_01016017_160898721717705_0.txt,['0']
311,01_016_01016017_160898721717705_1.txt,['0']
312,01_016_01016017_160898723790762_1.txt,['0']
313,01_016_01016017_160898726234078_0.txt,['0']
314,01_016_01016017_160898729295075_0.txt,['0']
315,01_016_01016017_160898729295075_1.txt,['0']
316,01_016_01016017_160898732544663_0.txt,['0']
317,01_016_01016017_160898735731990_0.txt,['0']
318,01_016_01016017_160898735731990_1.txt,['0']
319,01_016_01016017_160898738584351_0.txt,['0']
320,01_016_01016017_160898738584351_1.txt,['0']
321,01_016_01016017_160898740594623_0.txt,['0']
322,01_016_01016017_160898740594623_1.txt,['0']
323,01_016_01016017_160898742785538_0.txt,['0']
324,01_016_01016017_160898742785538_1.txt,['0']
325,01_016_01016017_160898744455323_1.txt,['0']
326,01_016_01016017_160898746743654_0.txt,['0']
327,01_016_01016017_160898746743654_1.txt,['0']
328,01_016_01016017_160898750579584_0.txt,['0']
329,01_016_01016017_160898750579584_1.txt,['0']
330,01_016_01016017_160898752228151_0.txt,['0']
331,01_016_01016017_160898754429535_0.txt,['0']
332,01_016_01016017_160898754429535_1.txt,['0']
333,01_016_01016017_160898756729251_0.txt,['0']
334,01_016_01016017_160898758480161_0.txt,['0']
335,01_016_01016017_160898758480161_1.txt,['0']
336,01_016_01016017_160898760239017_1.txt,['0']
337,01_016_01016017_160898762427214_0.txt,['0']
338,01_016_01016017_160898764232467_0.txt,['0']
339,01_016_01016017_160898764232467_1.txt,['0']
340,01_016_01016017_160898766152104_0.txt,['0']
341,01_016_01016017_160898766152104_1.txt,['0']
342,01_016_01016017_160898768599704_0.txt,['0']
343,01_016_01016017_160898768599704_1.txt,['0']
344,01_016_01016017_160898770497056_0.txt,['0']
345,01_016_01016017_160898770497056_1.txt,['0']
346,01_016_01016017_160898772461762_0.txt,['0']
347,01_016_01016017_160898772461762_1.txt,['0']
348,01_016_01016017_160898775267713_0.txt,['0']
349,01_016_01016017_160898777579312_0.txt,['0']
350,01_016_01016017_160898777579312_1.txt,['0']
351,01_016_01016017_160898779558182_0.txt,['0']
352,01_016_01016017_160898779558182_1.txt,['0']
353,01_016_01016017_160898782043821_0.txt,['0']
354,01_016_01016017_160898784190742_0.txt,['0']
355,01_016_01016017_160898787790102_0.txt,['0']
356,01_016_01016017_160898791460148_0.txt,['0']
357,01_016_01016017_160898791460148_1.txt,['0']
358,01_016_01016017_160898794077378_0.txt,['0']
359,01_016_01016017_160898794077378_1.txt,['0']
360,01_016_01016017_160898796022698_0.txt,['0']
361,01_016_01016017_160898798771932_0.txt,['0']
362,01_016_01016017_160898798771932_1.txt,['0']
363,01_016_01016018_160864545311637_0.txt,"['1', '1']"
364,01_016_01016018_161025027788656_1.txt,"['0', '0']"
365,01_016_01016019_160965389675865_1.txt,"['0', '0']"
366,01_016_01016020_160366678050362_1.txt,"['0', '0']"
367,01_016_01016020_160449774363627_1.txt,['0']
368,01_016_01016020_160705237463483_0.txt,"['0', '1', '1']"
369,02_021_02011002_161076541129164_1.txt,"['0', '1', '1']"
370,02_021_02011002_161076801520085_1.txt,"['0', '1', '1']"
371,02_021_02011004_160843610511869_1.txt,"['1', '1']"
372,02_021_02011005_160842372661273_0.txt,"['1', '1']"
373,02_021_02011006_160957563933876_1.txt,"['0', '0']"
374,02_021_02011008_161141181171683_1.txt,"['0', '0']"
375,02_021_02011009_160689271238958_0.txt,['0']
376,02_021_02011009_161016692989622_0.txt,"['1', '1']"
377,02_021_02011010_160325362981565_1.txt,"['1', '1']"
378,02_021_02011010_160424169692943_0.txt,"['0', '0']"
379,02_021_02011010_160430243288688_0.txt,"['0', '0']"
380,02_021_02011011_161087481985297_1.txt,"['99', '99']"
381,02_021_02011011_161094371343815_0.txt,"['0', '0']"
382,02_021_02011011_161109915369118_1.txt,"['0', '0']"
383,02_021_02011011_161110407429671_0.txt,['0']
384,02_021_02011012_161081025963663_1.txt,"['0', '0']"
385,02_021_02011012_161089052118163_0.txt,"['102', '102']"
386,02_021_02011012_161103064085593_1.txt,"['0', '0']"
387,02_021_02011013_161089906346888_1.txt,"['0', '0']"
388,02_021_02011013_161114987465646_1.txt,"['0', '1', '1']"
389,02_021_02011013_161132264548168_1.txt,"['0', '0']"
390,02_021_02011014_161024824639885_1.txt,"['171', '171']"
391,02_021_02011015_160361492317966_0.txt,"['0', '0']"
392,02_021_02011015_161011164167294_1.txt,['0']
393,02_021_02011015_161011196674368_1.txt,['0']
394,02_021_02011015_161112568226603_1.txt,"['99', '171']"
395,02_021_02011016_160413328142103_1.txt,"['0', '0']"
396,02_021_02011016_161019166290288_0.txt,"['118', '118']"
397,02_021_02011020_160437695787410_0.txt,"['0', '1', '1']"
398,02_021_02011020_161103746932392_1.txt,"['3', '3']"
399,02_021_02011025_161063262964613_0.txt,"['100', '100']"
400,02_021_02011027_160343768448440_1.txt,"['0', '0']"
401,02_021_02011027_160873806215884_0.txt,"['0', '0']"
402,02_021_02011027_160873874822456_0.txt,"['0', '0']"
403,02_021_02011027_160873874822456_1.txt,"['0', '0']"
404,02_021_02011027_160877983711544_0.txt,"['0', '0']"
405,02_021_02011027_160877983711544_1.txt,"['0', '0']"
406,02_021_02011027_160878002692004_0.txt,"['0', '0']"
407,02_021_02011027_160878002692004_1.txt,"['0', '0']"
408,02_021_02011027_160878007224991_0.txt,"['0', '0']"
409,02_021_02011027_160878007224991_1.txt,"['0', '0']"
410,02_021_02011027_160878269778858_1.txt,"['0', '0']"
411,02_021_02011027_160878793722566_1.txt,"['0', '0']"
412,02_021_02011027_160878803289012_0.txt,"['0', '0']"
413,02_021_02011027_160878803289012_1.txt,"['0', '0']"
414,02_021_02011027_160879002659810_0.txt,"['0', '0']"
415,02_021_02011027_160879002659810_1.txt,"['0', '0']"
416,02_021_02011027_160879332157233_0.txt,"['0', '0']"
417,02_021_02011027_160879332157233_1.txt,"['0', '0']"
418,02_021_02011027_160880018989241_0.txt,"['0', '0']"
419,02_021_02011027_160880018989241_1.txt,"['0', '0']"
420,02_021_02011027_160880093395884_0.txt,"['0', '0']"
421,02_021_02011027_160880093395884_1.txt,"['0', '0']"
422,02_021_02011027_160880100492030_0.txt,"['0', '0']"
423,02_021_02011027_160880100492030_1.txt,"['0', '0']"
424,02_021_02011027_160880116554882_0.txt,"['0', '0']"
425,02_021_02011027_160880116554882_1.txt,"['0', '0']"
426,02_021_02011027_160880241098960_0.txt,"['0', '0']"
427,02_021_02011027_160880241098960_1.txt,"['0', '0']"
428,02_021_02011027_160880394097317_0.txt,"['0', '0']"
429,02_021_02011027_160880394097317_1.txt,"['0', '0']"
430,02_021_02011027_160880610462830_0.txt,"['0', '0']"
431,02_021_02011027_160880610462830_1.txt,"['0', '0']"
432,02_021_02011027_160880854461381_0.txt,"['0', '0']"
433,02_021_02011027_160880854461381_1.txt,"['0', '0']"
434,02_021_02011027_160881638882613_1.txt,"['0', '0']"
435,02_021_02011027_160881961562404_0.txt,"['0', '0']"
436,02_021_02011027_160881961562404_1.txt,"['0', '0']"
437,02_021_02011027_161009011221382_1.txt,"['1', '1']"
438,02_021_02011027_161087524526486_1.txt,"['102', '102']"
439,02_021_02011028_160377638482141_0.txt,"['1', '1']"
440,02_021_02011028_160877494075668_0.txt,"['0', '0']"
441,02_021_02011028_160877494075668_1.txt,"['0', '0']"
442,02_021_02011028_160878003571109_1.txt,"['0', '0']"
443,02_021_02011028_160878159337509_0.txt,"['0', '0']"
444,02_021_02011028_160878159337509_1.txt,"['0', '0']"
445,02_021_02011028_160878361690548_0.txt,"['0', '0']"
446,02_021_02011028_160878361690548_1.txt,"['0', '0']"
447,02_021_02011028_160878872927778_0.txt,"['0', '0']"
448,02_021_02011028_160878872927778_1.txt,"['0', '0']"
449,02_021_02011028_160880166417586_0.txt,"['0', '0']"
450,02_021_02011028_160880166417586_1.txt,"['0', '0']"
451,02_021_02011028_160880439022946_0.txt,"['0', '0']"
452,02_021_02011028_160880585247309_0.txt,"['0', '0']"
453,02_021_02011028_160880585247309_1.txt,"['0', '0']"
454,02_021_02011029_160873810128456_0.txt,"['0', '0']"
455,02_021_02011029_160873810128456_1.txt,"['0', '0']"
456,02_021_02011029_160876786928910_0.txt,"['0', '0']"
457,02_021_02011029_160876786928910_1.txt,"['0', '0']"
458,02_021_02011029_160877058899425_0.txt,"['0', '0']"
459,02_021_02011029_160877058899425_1.txt,"['0', '0']"
460,02_021_02011029_160877239012719_0.txt,"['0', '0']"
461,02_021_02011029_160877583226701_0.txt,"['0', '0']"
462,02_021_02011029_160877583226701_1.txt,"['0', '0']"
463,02_021_02011029_160878068291676_0.txt,"['0', '0']"
464,02_021_02011029_160878068291676_1.txt,"['0', '0']"
465,02_021_02011029_160878324367853_1.txt,"['0', '0']"
466,02_021_02011029_160878926875039_1.txt,"['0', '0']"
467,02_021_02011029_160879254811080_0.txt,"['0', '0']"
468,02_021_02011029_160879254811080_1.txt,"['0', '0']"
469,02_021_02011029_160879255232276_0.txt,"['0', '0']"
470,02_021_02011029_160879255232276_1.txt,"['0', '0']"
471,02_021_02011029_160879687216339_0.txt,"['0', '0']"
472,02_021_02011029_160879687216339_1.txt,"['0', '0']"
473,02_021_02011029_160880364699552_0.txt,"['0', '0']"
474,02_021_02011029_160880364699552_1.txt,"['0', '0']"
475,02_021_02011029_160880373344891_0.txt,"['0', '0']"
476,02_021_02011029_160880373344891_1.txt,"['0', '0']"
477,02_021_02011029_160880378539545_0.txt,"['0', '0']"
478,02_021_02011029_160880404429314_0.txt,"['0', '0']"
479,02_021_02011029_160880404429314_1.txt,"['0', '0']"
480,02_021_02011029_160880519765337_1.txt,"['0', '0']"
481,02_021_02011029_160880733827468_0.txt,"['0', '0']"
482,02_021_02011029_160880733827468_1.txt,"['0', '0']"
483,02_021_02011029_160881091631887_0.txt,"['0', '0']"
484,02_021_02011029_160881091631887_1.txt,"['0', '0']"
485,02_021_02011029_160881765626129_1.txt,"['0', '0']"
486,02_021_02011029_160881969267563_0.txt,"['0', '0']"
487,02_021_02011029_160881969267563_1.txt,"['0', '0']"
488,02_021_02011030_160878047088527_0.txt,"['0', '0']"
489,02_021_02011030_160878047088527_1.txt,"['0', '0']"
490,02_021_02011030_161061886311686_0.txt,['0']
491,02_021_02011030_161070273026471_0.txt,['0']
492,02_021_02011030_161078033450597_1.txt,['0']
493,02_021_02011030_161085585036732_1.txt,['0']
494,02_021_02011030_161086206253171_0.txt,['0']
495,02_021_02011030_161094300850545_0.txt,['0']
496,02_021_02011030_161098264470784_0.txt,['0']
497,02_021_02011030_161103478293160_0.txt,"['1', '1']"
498,02_021_02011030_161115897176724_1.txt,['0']
499,02_021_02011030_161116170119846_1.txt,['0']
500,02_021_02011030_161119944820200_1.txt,['0']
501,02_021_02011030_161122425261682_0.txt,['0']
502,02_021_02011030_161138354785368_0.txt,['0']
