LOCAL_CODE
(지번) 도봉동 596-27
(지번) 쌍문동 44-1
(지번) 도봉동 575-2
(지번) 쌍문동 81-270
(지번) 쌍문동 80-49
(지번) 방학동 701-24
(지번) 방학동 307-2
(지번) 방학동 724-37
(지번) 도봉동 293-2
(지번) 방학동 653-17
(지번) 방학동 278-5
(지번) 쌍문동 94-26
(지번) 창동 661-3
(지번) 창동 655-5
(지번) 방학동 455-8
(지번) 도봉동 282-316
(지번) 쌍문동 100-30
(지번) 창동 650-47
(지번) 쌍문동 657
(지번) 쌍문동 88-110
(지번) 창동 135-12
(지번) 도봉동 92-46
(지번) 방학동 696-17
(지번) 창동 453-1
(지번) 방학동 637-38
(지번) 방학동 670-1
(지번) 창동 13-1
(지번) 창동 826
(지번) 쌍문동 513-12

(지번) 쌍문동 103-1
(지번) 방학동 720-33
(지번) 방학동 455-2
(지번) 창동 557-79
(지번) 창동 9-1
(지번) 창동 715-4
(지번) 창동 7
(지번) 도봉동 657
(지번) 방학동 680-8
(지번) 창동 655-23
(지번) 방학동 718-3
(지번) 쌍문동 88-28
(지번) 창동 519-18
(지번) 창동 12
(지번) 창동 812
(지번) 창동 333-2
(지번) 쌍문동 98-24
(지번) 창동 655-1
(지번) 도봉동 275-1
(지번) 쌍문동 653
(지번) 방학동 466
(지번) 도봉동 582-24
(지번) 창2동 582-65
(지번) 창동 10
(지번) 창동 731-102
(지번) 방학동 596-1
(지번) 방학동 681-40
(지번) 쌍문동 123-61
(지번) 방학동 719-9
(지번) 방학동 283-2
(지번) 쌍문동 19-19
(지번) 도봉동 282-309
(지번) 도봉동 280-6
(지번) 도봉동 623-147
(지번) 창동 74-6
(지번) 창동 826
(지번) 창동 826
(지번) 창동 743-4
(지번) 방학동 703-65
(지번) 방학동 662-10
(지번) 창동 134-36
(지번) 쌍문3동 88-27
(지번) 방학동 668-32
(지번) 방학동 585
(지번) 방학동 463-5
(지번) 창동 296-37
(지번) 쌍문동 88-127
(지번) 창동 655-20
(지번) 방학동 741
(지번) 창동 12-2
(지번) 쌍문3동 88-106
(지번) 도봉동 603-32
(지번) 창동 731-1
(지번) 창동 661-38
(지번) 방학동 654-25
(지번) 방학동 680-7
(지번) 방학동 716-5
(지번) 창동 74-7
(지번) 방학동 685-3
(지번) 쌍문동 724-1
(지번) 방학동 665-13
(지번) 방학동 705-20
(지번) 도봉동 92-55
(지번) 창동 38-1
(지번) 방학동 704-28
(지번) 방학동 671-18
(지번) 도봉동 561-4
(지번) 방학동 676-3
(지번) 쌍문동 45-15
(지번) 쌍문동 423-94
(지번) 방학동 680-25
(지번) 창동 700-33
(지번) 창동 341
(지번) 쌍문동 422-80
(지번) 도봉동 281
(지번) 도봉동 622-58
(지번) 창동 10-3
(지번) 창동 135-14
(지번) 창동 593-9
(지번) 쌍문동 85-27
(지번) 방학동 671-18
(지번) 창동 75-1
(지번) 쌍문동 423-46
(지번) 창동 812
(지번) 쌍문동 422-36
(지번) 창동 655-20
(지번) 창동 657-126
(지번) 창동 805
(지번) 방학동 665-17
(지번) 창동 288-7
(지번) 방학동 690-87
(지번) 창동 661-32
(지번) 쌍문동 139-20
(지번) 방학동 719-3
(지번) 도봉동 629-26
(지번) 방학동 655-29
(지번) 창동 135-15
(지번) 방학동 548-1
(지번) 방학동 446-13
(지번) 쌍문동 492-3
(지번) 방학동 688-15
(지번) 창동 504-10
(지번) 창동 808
(지번) 방학동 673
(지번) 방학동 671
(지번) 창동 655-24
(지번) 도봉동 411-1
(지번) 창동 750-2
(지번) 도봉동 565-1
(지번) 방학동 651-1
(지번) 쌍문동 311
(지번) 도봉동 566
(지번) 쌍문동 630
(지번) 창동 700-29
(지번) 방학동 716-16
(지번) 창동 75-13
(지번) 쌍문동 714-22
(지번) 도봉동 282-23
(지번) 방학동 717-2
(지번) 창동 4
(지번) 창동 659-12
(지번) 도봉동 610-41
(지번) 창동 568-2
(지번) 방학동 718-7
(지번) 쌍문동 94-47
(지번) 도봉동 559-27
(지번) 창동 655-22
(지번) 도봉동 622-78
(지번) 도봉동 561-11
(지번) 창동 822
(지번) 창동 585-12
(지번) 도봉동 623-123
(지번) 도봉동 596-20
(지번) 쌍문동 423-91
(지번) 쌍문동 571
(지번) 창동 557-97
(지번) 도봉동 620-1
(지번) 창동 135-28
(지번) 방학동 635-9
(지번) 쌍문2동 631-1
(지번) 창동 10-3
(지번) 도봉동 281-14
(지번) 창동 135-14
(지번) 방학동 567-2
(지번) 창동 12-3
(지번) 방학동 701-46
(지번) 창동 261-6
(지번) 창동 743-28
(지번) 쌍문4동 218
(지번) 방학동 668-32
(지번) 창동 657-95
(지번) 창동 14
(지번) 쌍문동 19-15
(지번) 창동 4
(지번) 쌍문동 103-222
(지번) 쌍문동 422-82
(지번) 방학동 669-3
(지번) 쌍문동 688
(지번) 창동 731-34
(지번) 도봉동 622-63
(지번) 창동 9
(지번) 창동 635-5
(지번) 쌍문동 315-43
(지번) 창동 828
(지번) 창동 134-36
(지번) 창동 135-14
(지번) 방학1동 697-1
(지번) 방학동 715-9
(지번) 쌍문동 345
(지번) 도봉동 631-17
(지번) 창동 6
(지번) 방학동 718-7
(지번) 창동 135-28
(지번) 창동 3-3
(지번) 쌍문동 315-30
(지번) 도봉동 603-23
(지번) 창동 749-16
(지번) 방학동 659
(지번) 창동 331-2
(지번) 창동 74-8
(지번) 도봉동 657
(지번) 방학동 690-1
(지번) 쌍문동 516-3
(지번) 쌍문동 349-25
(지번) 창동 621-10
(지번) 창동 181-46
(지번) 창동 333-1
(지번) 쌍문동 631-3
(지번) 창동 647-1
(지번) 쌍문동 81-50
(지번) 도봉동 349-12
(지번) 창동 333-2
(지번) 방학동 312-2
(지번) 도봉동 281-15
(지번) 창동 581-28
(지번) 방학동 704-19
(지번) 창동 75-4
(지번) 방학동 716-16
(지번) 창동 826
(지번) 창동 578-146
(지번) 쌍문동 88-26
(지번) 쌍문2동 651
(지번) 창동 6
(지번) 창동 655-3
(지번) 창동 552-48
(지번) 쌍문동 143-61
(지번) 창동 14
(지번) 창동 5
(지번) 방학동 645-3
(지번) 방학동 704-37
(지번) 도봉동 635-5
(지번) 쌍문동 423-47
(지번) 방학동 676-20
(지번) 방학동 686-16
(지번) 창동 655-20
(지번) 창동 749-16
(지번) 도봉동 633-1
(지번) 방학동 654-19
(지번) 창동 26
(지번) 쌍문동 88
(지번) 도봉동 282-317
(지번) 방학동 619-16
(지번) 창동 503-3
(지번) 방학동 603-4
(지번) 창동 296-17
(지번) 방학동 264-64
(지번) 도봉동 612-9
(지번) 창동 651-81
(지번) 창신동 695-1
(지번) 창신동 542
(지번) 용두동 119-20
(지번) 용두동 232-26
(지번) 전농동 295-48
(지번) 신설동 104-3
(지번) 답십리동 33-28
(지번) 제기동 470
(지번) 이문동 288-23
(지번) 신설동 76-36
(지번) 장안동 367-3
(지번) 제기동 838
(지번) 전농동 602-9
(지번) 신설동 80-4
(지번) 청량리동 773
(지번) 청량리동 50-18
(지번) 회기동 16-10
(지번) 장안동 390-3
(지번) 이문동 255-380
(지번) 제기동 886-22
(지번) 답십리동 267-8
(지번) 이문동 341-39
(지번) 장안동 433-20
(지번) 휘경동 317-53
(지번) 장안동 308-9
(지번) 제기동 892-12
(지번) 회기동 60-101
(지번) 전농동 295-410
(지번) 청량리동 520-14
(지번) 용두동 52-12
(지번) 회기동 45-52
(지번) 용두동 233-20
(지번) 장안동 313-4
(지번) 답십리동 530-27
(지번) 신설동 93-3
(지번) 회기동 54-39
(지번) 회기동 57-11
(지번) 제기동 137-41
(지번) 제기동 1158-49
(지번) 제기동 1021
(지번) 장안동 433-19
(지번) 회기동 42-31
(지번) 장안동 367-3
(지번) 청량리동 299
(지번) 장안동 329-3
(지번) 답십리동 488-326
(지번) 장안동 362-1
(지번) 휘경동 317-60
(지번) 회기동 17
(지번) 답십리동 268-8
(지번) 휘경동 335-20
(지번) 청량리동 311
(지번) 용두동 231-10
(지번) 장안동 433-9
(지번) 장안동 366-1
(지번) 청량리동 444-7
(지번) 장안동 430-3
(지번) 휘경동 293-171
(지번) 회기동 60-6
(지번) 용두동 118-81
(지번) 전농동 60-32
(지번) 회기동 54-39
(지번) 장안동 368-1
(지번) 장안동 464-5
(지번) 장안동 431-5
(지번) 장안동 108-3
(지번) 장안동 334-6
(지번) 장안동 330-9
(지번) 용두동 38-3
(지번) 전농동 588-1
(지번) 장안동 431-4
(지번) 용두동 119-3
(지번) 이문동 345-7
(지번) 장안동 345-1
(지번) 장안동 365-6
(지번) 휘경동 276-33
(지번) 전농동 103-312
(지번) 장안동 430-2
(지번) 이문동 339-1
(지번) 장안동 387-13
(지번) 이문동 349-11
(지번) 장안동 431-1
(지번) 제기동 631-5
(지번) 장안동 302-3
(지번) 답십리동 70-19
(지번) 신설동 117-5
(지번) 회기동 16-1
(지번) 장안동 415-9
(지번) 회기동 16-6
(지번) 답십리동 250-6
(지번) 장안동 164-2
(지번) 장안동 372-4
(지번) 장안동 433-7
(지번) 장안동 360-4
(지번) 전농1동 602-4
(지번) 휘경동 244-1
(지번) 신설동 76-10
(지번) 회기동 346-18
(지번) 장안동 389-1
(지번) 이문동 331-8
(지번) 신설동 102-26
(지번) 휘경동 261-1
(지번) 장안동 338-2
(지번) 청량리동 42-14
(지번) 전농동 152-11
(지번) 용두동 39-110
(지번) 이문동 305-85
(지번) 장안동 463-3
(지번) 장안동 428-4
(지번) 장안동 374-3
(지번) 용두동 112-33
(지번) 청량리동 769-1
(지번) 이문동 336-3
(지번) 이문동 341-55
(지번) 용두동 45-1
(지번) 이문동 305-78
(지번) 제기동 478
(지번) 장안동 368-1
(지번) 제기동 1152-13
(지번) 장안동 337-22
(지번) 답십리동 262-2
(지번) 청량리동 773
(지번) 답십리동 494-1
(지번) 회기동 11-7
(지번) 신설동 98-33
(지번) 회기동 16-36
(지번) 이문동 304-15
(지번) 휘경동 183-433
(지번) 전농동 127-379
(지번) 제기동 1213
(지번) 신설동 104-8
(지번) 회기동 16-23
(지번) 제기동 137-130
(지번) 회기동 54-12
(지번) 용두동 234-1
(지번) 이문동 264-207
(지번) 장안동 390-3
(지번) 제기동 1013
(지번) 전농동 103-340
(지번) 장안동 105-11
(지번) 장안동 286-4
(지번) 용두동 119-15
(지번) 전농동 103-286
(지번) 장안동 338-9
(지번) 청량리동 782
(지번) 장안동 430-2
(지번) 회기동 60-147
(지번) 회기동 16-18
(지번) 장안동 293-20
(지번) 장안동 304-1
(지번) 전농동 127-123
(지번) 이문동 331-56
(지번) 휘경동 192-5
(지번) 회기동 45-105
(지번) 전농1동 129-42
(지번) 회기동 60-93
(지번) 회기동 16-68
(지번) 제기동 122-1
(지번) 회기동 19
(지번) 장안동 305-2
(지번) 장안동 313-6
(지번) 전농동 129-68
(지번) 제기동 140-2
(지번) 휘경동 163-9
(지번) 이문동 288-53
(지번) 제기동 635-18
(지번) 회기동 42-49
(지번) 장안동 433-21
(지번) 제기동 136-160
(지번) 장안동 372-3
(지번) 회기동 3-251
(지번) 회기동 30
(지번) 장안2동 306-12
(지번) 장안동 308-8
(지번) 전농동 295-96
(지번) 이문동 78-8
(지번) 휘경동 183-110
(지번) 회기동 45-116
(지번) 전농동 568-5
(지번) 용두동 130-4
(지번) 용두동 39-61

(지번) 전농동 15-42
(지번) 장안동 460-1
(지번) 제기동 1199
(지번) 회기동 107-13
(지번) 이문동 346-118
(지번) 회기동 346-15
(지번) 장안동 363-1
(지번) 장안동 433-25
(지번) 장안동 430-18
(지번) 회기동 108-16
(지번) 회기동 42-139
(지번) 제기동 1140-50
(지번) 답십리동 266-1
(지번) 장안동 306-11
(지번) 장안동 433-10
(지번) 제기동 1144-22
(지번) 이문동 264-410
(지번) 회기동 45-102
(지번) 청량리동 293
(지번) 장안동 308-4
(지번) 장안동 362-9
(지번) 이문동 270-1
(지번) 답십리동 1003
(지번) 장안동 361-4
(지번) 회기동 3-79
(지번) 장안동 107-12
(지번) 장안동 366-6
(지번) 장안동 432-3
(지번) 휘경동 183-243
(지번) 휘경동 321-25
(지번) 답십리동 260-1
(지번) 이문동 237-101
(지번) 이문동 305-151
(지번) 이문동 317-11
(지번) 휘경동 293-155
(지번) 장안동 377-4
(지번) 답십리동 1-52
(지번) 휘경동 267-84
(지번) 전농동 602-5
(지번) 제기동 1148-10
(지번) 제기동 137-46
(지번) 휘경동 319-32
(지번) 신설동 97-22
(지번) 제기동 122-290
(지번) 회기동 347-6
(지번) 제기동 486-20
(지번) 이문동 339-4
(지번) 회기동 16-15
(지번) 휘경동 264-1
(지번) 장안동 315-1
(지번) 회기동 16-65
(지번) 회기동 16-72
(지번) 청량리동 640
(지번) 장안동 364-12
(지번) 이문동 341-60
(지번) 답십리동 530-16
(지번) 회기동 45
(지번) 휘경동 320-2
(지번) 장안동 344-3
(지번) 회기동 75
(지번) 장안동 464-3
(지번) 답십리동 496-3
(지번) 전농동 499-15
(지번) 제기동 635-4
(지번) 이문1동 287-18
(지번) 제기동 122-278
(지번) 신설동 97-8
(지번) 회기동 16-11
(지번) 용두동 729-1
(지번) 휘경동 183-193
(지번) 장안동 93-72
(지번) 답십리동 64-41
(지번) 회기동 16-41
(지번) 휘경동 286-141
(지번) 장안동 118-35
(지번) 회기동 60-26
(지번) 회기동 60-71
(지번) 장안동 433-3
(지번) 이문동 288-10
(지번) 제기동 989-4
(지번) 장안동 429-3
(지번) 이문동 288-63
(지번) 제기동 67-12
(지번) 답십리동 21-8
(지번) 장안동 162-9
(지번) 장안동 429-2
(지번) 이문동 329-1
(지번) 휘경동 266-6
(지번) 전농동 123-1
(지번) 신설동 53-3
(지번) 장안동 428-2
(지번) 휘경동 35-5
(지번) 이문동 339-4
(지번) 답십리동 953-25
(지번) 장안동 141-30
(지번) 장안동 368-4
(지번) 제기동 892-47
(지번) 휘경동 286-234
(지번) 전농동 602-12
(지번) 청량리동 51-12
(지번) 용두동 24-2
(지번) 제기동 654-3
(지번) 휘경동 293-157
(지번) 신설동 84-4
(지번) 답십리동 12-253
(지번) 신설동 76-25
(지번) 전농동 33-28
(지번) 휘경동 319-55
(지번) 답십리동 488-95
(지번) 장안동 430-4
(지번) 제기동 137-544
(지번) 제기동 136-272
(지번) 이문동 305-60
(지번) 답십리동 994
(지번) 이문동 288-12
(지번) 전농동 647-27
(지번) 이문동 64
(지번) 회기동 16-33
(지번) 장안동 310-3
(지번) 신설동 131-50
(지번) 장안동 365-5
(지번) 장안동 361-2
(지번) 회기동 76-5
(지번) 휘경동 191-4
(지번) 장안동 389-10
(지번) 장안동 463-7
(지번) 회기동 60-141
(지번) 장안동 307-6
(지번) 장안동 372-1
(지번) 장안2동 316-15
(지번) 장안동 330-2
(지번) 장안동 409-8
(지번) 청량리동 791
(지번) 장안동 362-9
(지번) 신설동 98-17
(지번) 이문동 82-27
(지번) 장안동 308-1
(지번) 장안동 459-3
(지번) 장안동 459-4
(지번) 회기동 60-92
(지번) 장안동 314-14
(지번) 이문동 305-71
(지번) 장안동 334-7
(지번) 전농동 588-1
(지번) 회기동 42-15
(지번) 신설동 117-6
(지번) 이문동 316-3
(지번) 신설동 97-19
(지번) 전농동 103-294
(지번) 장안동 377
(지번) 회기동 60-139
(지번) 회기동 42-34
(지번) 답십리동 498-7
(지번) 답십리동 21-2
(지번) 전농동 150-79
(지번) 장안동 433-15
(지번) 용두동 40-11
(지번) 회기동 60-42
(지번) 휘경동 319-34
(지번) 휘경동 319-31
(지번) 회기동 60-84
(지번) 청량리동 50-17
(지번) 제기동 122-373
(지번) 회기동 3-37
(지번) 이문동 287-39
(지번) 신설동 53-3
(지번) 청량리동 773
(지번) 회기동 57-30
(지번) 청량리동 311
(지번) 신설동 76-36
(지번) 장안동 429-4
(지번) 답십리동 53
(지번) 제기동 137-94
(지번) 장안동 102-2
(지번) 청량리동 773
(지번) 회기동 103-16
(지번) 회기동 16-87
(지번) 신설동 102-28
(지번) 회기동 105-34
(지번) 장안동 367-3
(지번) 제기동 892-12
(지번) 신설동 104-28
(지번) 회기동 60-47
(지번) 전농동 530-88
(지번) 답십리동 495-2
(지번) 장안동 372-1
(지번) 제기동 1143-22
(지번) 회기동 60-65
(지번) 청량리동 262
(지번) 장안동 306-2
(지번) 장안동 463-8
(지번) 회기동 60-54
(지번) 제기동 137-352
(지번) 회기동 60-93
(지번) 회기동 20-2
(지번) 용두동 39-810
(지번) 회기동 60-71
(지번) 전농동 567-16
(지번) 제기동 137-19
(지번) 장안동 375-4
(지번) 답십리동 50-33
(지번) 신설동 97-34
(지번) 제기동 486-19
(지번) 장안동 585
(지번) 청량리동 235-4
(지번) 용두동 102-172
(지번) 회기동 60-22
(지번) 이문동 288-55
(지번) 장안동 464-3
(지번) 제기동 1158-33
(지번) 장안동 417-6
(지번) 이문동 288-61
(지번) 장안동 365-6
(지번) 제기동 1142-6
(지번) 제기동 1142-3
(지번) 전농동 591-1
(지번) 회기동 3-32
(지번) 회기동 60-49
(지번) 이문동 287-39
(지번) 답십리동 97-5
(지번) 전농동 500-24
(지번) 회기동 16-47
(지번) 전농동 648-34
(지번) 전농동 643-50
(지번) 전농동 103-91
(지번) 장안동 305-12
(지번) 장안동 107-8
(지번) 신설동 104-11
(지번) 휘경동 319-13
(지번) 제기동 635-12
(지번) 사당동 1032-1
(지번) 신대방동 377-1
(지번) 상도동 304-12
(지번) 사당동 127-27
(지번) 동작동 316-3
(지번) 사당동 1006-5
(지번) 사당동 1031-37
(지번) 신대방동 687-14
(지번) 신대방동 361-50
(지번) 상도동 17-61
(지번) 대방동 384-7
(지번) 노량진동 40-34
(지번) 사당동 1041-5
(지번) 대방동 395-18
(지번) 사당동 1042-13
(지번) 대방동 407-27
(지번) 사당동 1031-13
(지번) 사당동 1041-7
(지번) 사당동 1032-8
(지번) 사당동 147-50
(지번) 흑석동 42-1
(지번) 노량진동 119-159
(지번) 노량진동 231-170
(지번) 사당동 1030-20
(지번) 사당동 1031-27
(지번) 상도동 416
(지번) 신대방동 344-15
(지번) 노량진동 82
(지번) 사당동 147-69
(지번) 노량진동 119-150
(지번) 노량진동 309-18
(지번) 흑석동 1-3
(지번) 사당동 1041-11
(지번) 사당동 1032-48
(지번) 사당동 139-36
(지번) 상도1동 244-1
(지번) 신대방동 395-69
(지번) 노량진동 118-17
(지번) 노량진동 312-43
(지번) 노량진동 148-65
(지번) 대방동 335-15
(지번) 노량진동 211-70
(지번) 사당동 1006-6
(지번) 사당동 1026-35
(지번) 상도1동 468-1
(지번) 노량진동 206-19
(지번) 사당동 1008-10
(지번) 노량진동 308-18
(지번) 상도1동 784-1
(지번) 사당동 147-40
(지번) 사당동 139-52

(지번) 사당동 1042-6
(지번) 사당동 91-3
(지번) 상도동 503-3
(지번) 상도동 488
(지번) 노량진동 313-91
(지번) 사당동 139-22
(지번) 대방동 341-3
(지번) 사당동 1041-28
(지번) 사당동 250-7
(지번) 노량진동 57-1
(지번) 신대방동 395-69
(지번) 사당동 1031-26
(지번) 사당동 79-3
(지번) 상도동 367-6
(지번) 사당동 1039-16
(지번) 사당동 323-4
(지번) 사당동 91-177
(지번) 사당동 1040-2
(지번) 신대방동 395-69
(지번) 사당동 88-4
(지번) 사당동 1038-27
(지번) 노량진동 117-24
(지번) 상도동 170-26
(지번) 사당동 1033-24
(지번) 노량진동 117-2
(지번) 상도동 324-1
(지번) 노량진동 62-8
(지번) 본동 187-4
(지번) 사당동 39-10
(지번) 신대방동 698
(지번) 사당동 266-13
(지번) 사당동 708-334
(지번) 신대방동 586-2
(지번) 상도동 195-52
(지번) 사당동 1031-24
(지번) 노량진동 222-17
(지번) 사당동 1006-11
(지번) 사당동 1031-25
(지번) 신대방동 686-74
(지번) 사당동 1007-50
(지번) 사당동 88-3
(지번) 사당1동 1039-14
(지번) 신대방동 395-65
(지번) 사당동 1046-32
(지번) 사당동 1031-24
(지번) 상도동 509-2
(지번) 노량진동 100-1
(지번) 사당동 1006-4
(지번) 사당동 1010-29
(지번) 상도1동 682
(지번) 사당동 145-23
(지번) 사당동 129-11
(지번) 사당동 708-333
(지번) 흑석동 184-19
(지번) 사당동 1007-6
(지번) 사당동 142-1
(지번) 사당동 323-3
(지번) 사당동 1006-30
(지번) 노량진동 267-6
(지번) 본동 50-22
(지번) 노량진동 221-62
(지번) 사당동 1031-27
(지번) 사당동 1008-16
(지번) 사당동 268-34
(지번) 대방동 391-357
(지번) 사당동 138
(지번) 흑석동 188-15
(지번) 노량진동 13-6
(지번) 상도동 324-1
(지번) 흑석동 6-21
(지번) 상도동 356-12
(지번) 상도1동 401-2
(지번) 사당동 148-1
(지번) 사당동 138-3
(지번) 사당동 1038-35
(지번) 대방동 339-1
(지번) 사당동 1040-32
(지번) 노량진동 208
(지번) 상도동 346-9
(지번) 대방동 39-2
(지번) 대방동 417-1
(지번) 사당동 1006-7
(지번) 노량진동 233-12
(지번) 노량진동 119-64
(지번) 사당동 1031-27
(지번) 사당동 1030-13
(지번) 노량진동 119-74
(지번) 사당동 1045-13
(지번) 상도동 527
(지번) 사당동 1006-10
(지번) 사당동 1031-1
(지번) 사당동 147-110
(지번) 흑석동 8-37
(지번) 사당동 147-115
(지번) 사당동 708-396
(지번) 상도동 29-87
(지번) 사당동 147-29
(지번) 노량진동 119-15
(지번) 사당동 252-24
(지번) 상도동 347-10
(지번) 상도동 477-13
(지번) 상도1동 666-3
(지번) 상도동 199-25
(지번) 노량진동 211-47
(지번) 상도1동 450-2
(지번) 신대방동 395-70
(지번) 노량진동 122-5
(지번) 신대방동 586-2
(지번) 사당동 1041-18
(지번) 상도동 485
(지번) 신대방2동 347-31
(지번) 대방동 403-25
(지번) 사당동 141-48
(지번) 신대방동 395-69
(지번) 사당동 139-87
(지번) 노량진동 124-10
(지번) 흑석동 184-5
(지번) 사당동 132-20
(지번) 사당동 265-18
(지번) 사당동 144-7
(지번) 상도동 355-15
(지번) 상도1동 633-44
(지번) 사당동 1038-28
(지번) 노량진동 124-7
(지번) 상도동 324-26
(지번) 사당동 138-4
(지번) 사당동 132-14
(지번) 사당동 1038-30
(지번) 사당동 145-27
(지번) 사당동 708-366
(지번) 노량진동 13-26
(지번) 사당동 1040-31
(지번) 사당동 1030-14
(지번) 노량진동 124-9
(지번) 사당동 1029-37
(지번) 사당동 257-27
(지번) 사당동 144-18
(지번) 노량진동 119-161
(지번) 신대방동 347-25
(지번) 상도동 346-11
(지번) 상도동 365-1
(지번) 사당동 129-7
(지번) 노량진동 119-157
(지번) 노량진동 100-2
(지번) 대방동 412-20
(지번) 상도동 535
(지번) 사당동 147-81
(지번) 상도1동 681
(지번) 사당동 138-4
(지번) 사당동 1039-54
(지번) 노량진동 333
(지번) 신대방동 607-14
(지번) 상도동 343-1
(지번) 대방동 407-10
(지번) 상도동 475-5
(지번) 흑석동 182-5
(지번) 신대방동 395-70
(지번) 노량진동 151-11
(지번) 사당동 1027-2
(지번) 흑석동 184-18
(지번) 상도동 536
(지번) 상도1동 258-3
(지번) 대방동 404-13
(지번) 사당동 137-8
(지번) 신대방동 395-69
(지번) 대방동 402-7
(지번) 대방동 406-6
(지번) 상도동 494-14
(지번) 사당동 142-18
(지번) 상도동 215-3
(지번) 사당동 147-108
(지번) 노량진동 235-2
(지번) 사당2동 139-20
(지번) 사당동 137-11
(지번) 상도1동 366-4
(지번) 사당동 1045-15
(지번) 상도동 372-1
(지번) 사당동 1030-10
(지번) 흑석동 43-3
(지번) 사당동 147-115
(지번) 사당동 1032-29
(지번) 사당동 300-69
(지번) 노량진동 85-6
(지번) 노량진동 231-72
(지번) 노량진동 117-21
(지번) 노량진동 119-70
(지번) 상도동 505-1
(지번) 상도동 29-2
(지번) 사당동 1042-6
(지번) 상도동 317-11
(지번) 노량진동 207-4
(지번) 상도동 507-3
(지번) 사당동 1030-11
(지번) 상도동 490
(지번) 상도동 346-9
(지번) 상도동 490-6
(지번) 노량진동 70-15
(지번) 사당동 155-5
